canon_id,Link Score,union_name,union_city,union_state
65179,1.0759587e-07,"national association of immigration judges, ifpte judical counsel 2-2",baltimore,md
502531,0.9999984,national association of independent labor-,newport news,va
503437,4.0416242e-12,national association of special police and security officera local 220,washington,dc
545736,1.516744e-08,national association of special police and security officers-n/a,washington,dc
55771,0.00026475408,national association of transportation supervisors -352,brooklyn,ny
513404,1.1196916e-12,national basketball players association,new york,ny
513404,9.520126e-12,national basketball referees association,white plains,ny
513404,5.2615347e-12,national basketball referees association (nbra),white plains,ny
83,7.336895e-05,national conference fireman & oilers seiu 32,louisville,ky
,,national conference firemen & oilers 405,lakewood,co
83,0.63418305,"national conference firemen & oilers, service employees int union 32bb 32bj",louisville,ky
15677,0.095944025,national conference of fireman & oilers  32bj/seiu 320,louisville,ky
15677,0.12724683,national conference of fireman & oilers district of 32bj seiu 320,louisville,ky
83,0.99996215,national conference of firemen & oilers / seiu local 32bj-320,louisville,ky
83,0.99999917,"national conference of firemen & oilers, 32bj, seiu",louisville,ky
83,1.0,"national conference of firemen & oilers, 32bj/seiu 320",ashland,ky
83,0.99996215,"national conference of firemen & oilers, 32bj/seiu 320",louisville,ky
83,0.99999994,"national conference of firemen & oilers, district of 32bj seiu 32bj",ashland,ky
83,0.99999917,"national conference of firemen & oilers, seiu, 32bj",louisville,ky
83,1.0,"national conference of firemen and oilers, seiu 939",ashland,ky
,,national council of eeoc local 216 afl-cio,denver,co
530431,4.406247e-15,national education association,shiprock,nm
530431,7.748441e-18,national education association - las cruces,las cruces,nm
69571,0.9999146,national education association staff organization,washington,dc
69571,0.9999146,national education association staff organization-,washington,dc
513404,3.6094618e-09,national employees union-,deer park,ny
502852,2.9173669e-05,national federation of federal employees (nffe) fl 7,portland,or
516031,0.92291343,national federation of federal employees 1953,barksdale afb,la
503437,2.417819e-05,national federation of federal employees 919,washington,dc
545846,0.046420604,national federation of federal employees 951,whittier,ca
503437,1.6279205e-06,national federation of federal employees ce-3,washington,dc
541793,2.0559637e-06,national federation of federal employees fd 1,washington,dc
503062,0.046409342,national federation of federal employees local 1164,concord,ma
37094,0.8242849,national federation of federal employees-2035,whittier,ca
,,national fire sprinkler association inc.-,,
545520,1.0441015e-14,national football league referees association,bradenton,fl
530437,7.3345583e-13,national fop-n/a,nashville,tn
503237,3.880233e-05,national labor relations board union 14 & 17,saint louis,mo
543247,0.9696133,national nurses organizing committee,chicago,il
529993,8.4569634e-13,national nurses organizing committee,el paso,tx
71245,4.2931044e-11,national nurses organizing committee,las vegas,nv
541666,6.2246555e-09,national nurses organizing committee,st. louis,mo
546404,6.113971e-14,national nurses organizing committee,tampa,fl
538151,6.0929556e-10,national nurses organizing committee / national nurses united,tampa,fl
541666,6.2246555e-09,national nurses organizing committee local,st. louis,mo
529993,8.4569634e-13,national nurses organizing committee-,el paso,tx
541666,6.2246555e-09,national nurses organizing committee-,st. louis,mo
538151,0.114825845,national nurses organizing committee-florida,tampa,fl
538151,0.0065437458,national nurses organizing committee-florida/nnu-n/a,tampa,fl
517986,0.00071856525,national nurses organizing committee-texas,el paso,tx
533718,6.3207733e-15,national nurses organizing committee-tx,el paso,tx
538151,2.0703803e-09,"national nurses organizing committee/ national nurses united, afl-cio",tampa,fl
529993,1.2526269e-07,national nurses organizing committee/national nurses united,el paso,tx
526866,9.292343e-17,national nurses organizing committee/national nurses united local,silver spring,md
540109,0.9292656,national nurses organizing committee/national nurses united local n/a,chicago,il
540109,0.9292656,national nurses organizing committee/national nurses united na,chicago,il
540109,0.9292656,national nurses organizing committee/national nurses united-na,chicago,il
526866,2.78572e-17,"national nurses organzing committee, national nurses united",silver spring,md
540109,1.9434889e-05,national nurses united  (nnu) (nnoc) local,chicago,il
540109,1.9434889e-05,national nurses united (nnu) (nnoc),chicago,il
50435,9.272632e-16,national nurses united-n/a,silver spring,md
512415,1.542116e-05,"national org. of legal services workers, uaw-2320",riverside,ca
506909,9.353916e-09,"national organization of legal service workers, uaw 2320",dorchester,ma
502562,1.4949473e-13,national organization of legal service workers/uaw 2320,katy,tx
538136,1.1648843e-13,national organization of legal services workers - uaw 2320,old bridge,nj
531724,0.9544158,national organization of legal services workers -2320,new york,ny
544403,8.7359356e-11,national organization of legal services workers 2320,chicago,il
544403,7.86949e-11,national organization of legal services workers uaw 2320,chicago,il
533925,2.556795e-13,national organization of legal services workers uaw 2320,dalton,ga
544403,3.9750052e-12,national organization of legal services workers uaw 2320-2320,chicago,il
531724,0.9950672,"national organization of legal services workers, uaw 2320",new york,ny
531724,1.0,"national organization of legal services workers, uaw local 2320 2320",new york,ny
531724,0.98527515,"national organization of legal services workers, uaw, afl-cio 2320",new york,ny
,,national organization of legal services workers-2320,,
544403,7.86949e-11,national organization of legal services workers/ uaw-2320,chicago,il
517818,1.0,national production workers union 707,oak brook,il
517818,1.0,national production workers union local 707,oak brook,il
512579,0.7346157,national production workers union-,oak brook,il
517818,1.0,national production workers union-707,oak brook,il
504579,2.9329894e-12,national service organization - united staff of minnesota,foxboro,wi
533800,0.999999,national staff organization--nevada,las vegas,nv
504088,0.009958491,national treasury employees union,washington dc,dc
543756,0.0017384017,national treasury employees union (nteu)  chapter 335,washington,dc
,,national treasury employees union-,,
502095,4.856423e-05,national treasury employees-,denver,co
541946,1.4277703e-15,national union of healthcare workers (nuhw),emeryville,ca
541946,1.4277703e-15,national union of healthcare workers (nuhw) local,emeryville,ca
541946,1.4277703e-15,national union of healthcare workers (nuhw)-n/a,emeryville,ca
375,0.995929,national union of hospital and health care 1199c,philadelphia,pa
375,0.9999994,national union of hospital and health care employees district 1199c,philadelphia,pa
,,"national union of hospital and health care employees, afscme 1199dc",hyattsville,md
509450,6.7782507e-15,national union of hospital and health care employees-1199j,newark,nj
375,1.0,"national union of hospital and health care employees-afscme, afl-cio",philadelphia,pa
69896,6.3907293e-09,national union of hospital and healthcare employee 1199c,philadelphia,pa
69896,1.5613383e-08,national union of hospital and healthcare employees -1199c,philadelphia,pa
69896,1.5613383e-08,national union of hospital and healthcare employees 1199c,philadelphia,pa
69896,2.7105648e-08,national union of hospital and healthcare employees district 1199c,philadelphia,pa
375,0.8725966,"national union of hospital care employees, afscme, afl-cio district 1199c",philadelphia,pa
58142,2.8194436e-05,national union of hospital healthcare employees-d 1199c,philadelphia,pa
507087,3.4558938e-09,national union of labor investigators,new orleans,la
545736,2.6211495e-05,"national union of nuclear security officers nunso, united federation leos-pba",washington dc,dc
517954,1.0,national union of security officers and guards-,jamaica,ny
515821,0.045477662,national weather service employee organization 4-31,pendleton,or
515837,0.0038019707,national weather service employees organization,washington,dc
544771,6.7234096e-15,national women's soccer league players association,asheville,nc
,,nbra local,white plains,ny
33149,0.3670861,nccrc-180,vallejo,ca
22527,1.9734577e-07,ncdcl-270,pleasanton,ca
40391,1.1143324e-05,ncdcl-886,pleasanton,ca
502016,0.999925,ncfll - afge-648,chicago,il
15677,0.9718254,ncfo - district of 32bj/seiu-320,louisville,ky
502525,5.8580335e-17,ncfo - seiu-32bj,lakewood,co
15677,0.9627929,ncfo / district of seiu local 32bj-320,louisville,ky
15677,0.87387925,ncfo 32bj seiu 320,louisville,ky
29408,3.4372574e-12,ncfo chapter 105 local,ashland,ky
15677,5.8084714e-07,ncfo chapter 320 seiu-32bj,ashland,ky
517722,7.245913e-18,ncfo district of 32bj seiu,ashland,ky
,,ncfo district of 32bj seiu 321,ashland,ky
15677,0.9627929,ncfo district of seiu 32bj-320,louisville,ky
517722,1.3545257e-19,ncfo seiu,louisville,ky
15677,0.97420394,ncfo seiu 32bj-320,louisville,ky
,,ncfo-32bj,ballston spa,ny
540498,6.846893e-10,ncfo/seiu  chapter 5 32bj,ashland,ky
15677,0.9997869,ncfo/seiu 320,louisville,ky
517722,9.9723796e-20,ncfo/seiu local 32bj,ashland,ky
15677,0.97420394,ncfo/seiu local 32bj-320,louisville,ky
15677,0.9997869,ncfo/seiu-320,louisville,ky
,,ncsrcc,kaukauna,wi
18067,0.00084574573,ncsrcc 1349,kaukauna,wi
,,ncsrcc 2089,rothschild,wi
,,ncsrcc 2704,st. paul,mn
,,ncsrcc 4183,st paul,mn
65482,4.3493287e-07,ncsrcc duluth & ir millwright and all north dakota agreements 1348,"st paul,m",mn
,,ncsrcc local,kaukauna,wi
,,ncsrcc local n/a,st. paul,mn
,,ncsrcc n/a,st. paul,mn
,,ncsrcc-,kaukauna,wi
66899,0.0017803953,ncsrcc-1348,st. paul,mn
,,ncsrcc-361/606/1934,,
515144,0.00015259696,ncsrcc-606,st. paul,mn
,,ncsrcc-n/a,st. paul,mn
,,ncsrcc-n/a,,
25640,0.00052626786,"ndiana/kentucky/ohio regional council of carpenters, united brotherhood of carpenters",cleveland,oh
513846,0.19407085,ne healthcare employees union district 1199,hartford,ct
49030,1.5743632e-08,"ne joint board, unite here-l223",boston,ma
542390,8.3581215e-12,ne regional council of carp-491,edison,nj
35030,3.1349263e-11,ne regional council of carpenters-,philadelphia,pa
,,nea - alamogordo-,alamogordo,nm
71103,0.00015486324,nea/gea colorado-n/a,greeley,co
,,nea/uca-,st. louis,mo
,,neaso local n/a,washington,dc
,,neaso-,washington,dc
,,neaso-n/a,washington,dc
81595,0.9999978,nebraska staff association,lincoln,ne
81595,0.629124,nebraska staff association oea associates,lincoln,ne
81595,0.008487861,nebraska stafff association lea associate staff,lin,ne
513846,0.027904185,nehce seiu 1199,hartford,ct
513846,0.027904185,nehce seiu-1199,hartford,ct
513846,0.04716169,nehceu  1199,hartford,ct
,,nehceu -1199,providence,ri
513846,0.04716169,nehceu 1199,hartford,ct
,,nehceu 1199,providence,ri
,,nehceu district 1199,providence,ri
,,nehceu district 1199 seiu,providence,ri
,,"nehceu district 1199, seiu",providence,ri
,,"nehceu district 1199, seiu-",providence,ri
,,nehceu district 1199ne,providence,ri
546326,1.6320594e-16,nehceu district 1199ne seiu,providence,ri
,,nehceu-,hartford,ct
513846,0.04716169,nehceu-1199,hartford,ct
,,nehceu-1199ne,providence,ri
,,nemsa-,sacramento,ca
,,nercc local,boston,ma
32720,0.00038476646,"nercc, mill-cabinet & industrial 51",boston,ma
506132,0.39062166,nevada contractor association,las vegas,nv
543559,0.99979126,new brighton cafeteria esp/psea/nea,new castle,pa
543559,0.99999994,new brighton cafeteria espa-35-04-64-8,new castle,pa
544579,0.9999909,new city library staff association/nysut 14176,tarrytown,ny
513846,0.00344882,new egland healthcare employees union 1199,hartford,ct
513846,0.0077794716,new egland healthcare employees union district 1199,hartford,ct
36472,0.040247697,new england health care empl. union district 1199,hartford,ct
36472,0.019647177,new england health care empl. union-1199,hartford,ct
36472,0.90846366,new england health care employees union 1199,hartford,ct
36472,0.34120882,new england health care employees union 1199ne,hartford,ct
36472,0.2948419,new england health care employees union 1199ne seiu,hartford,ct
70140,0.6551944,new england health care employees union district 1199,providence,ri
36472,0.86269295,new england health care employees union seiu 1199,hartford,ct
36472,0.87785685,"new england health care employees union, district 1199, seiu",hartford,ct
36472,0.90846366,new england health care employees union-1199,hartford,ct
36472,0.9864647,new england health care employees union-n/a,hartford,ct
36472,0.9154233,"new england health care employees, district 1199",hartford,ct
36472,0.99969,new england healthcare employees union  1199,hartford,ct
36472,0.99969,new england healthcare employees union 1199,hartford,ct
36472,0.97796816,new england healthcare employees union 1199,windsor,ct
36472,0.9995748,new england healthcare employees union district 1199,hartford,ct
36472,0.9987532,new england healthcare employees union district 1199 seiu,hartford,ct
541270,0.8404403,"new england joing board, unite here 69",boston,ma
541270,0.9999464,new england joint board - unite here-406,boston,ma
541270,0.9999967,new england joint board / unite here-1,boston,ma
49541,0.9999574,new england joint board / unite here-281,boston,ma
541270,0.99999917,new england joint board / unite here-n/a,boston,ma
541270,0.99683726,new england joint board unite here 1036t,boston,ma
43767,0.99990875,new england joint board unite here 151,boston,ma
542893,0.99998635,new england joint board unite here 1904,boston,ma
541270,0.99997824,new england joint board unite here 31,boston,ma
25552,0.99986684,new england joint board unite here 431,boston,ma
541270,0.9735288,new england joint board unite here 469t,boston,ma
541270,0.9941072,new england joint board unite here 687t,boston,ma
541270,0.9461169,new england joint board unite here! 1,boston,ma
50451,0.71351486,new england joint board unite here! 229,boston,ma
541270,0.99999917,"new england joint board, unite here",boston,ma
541270,0.97865427,"new england joint board, unite here  1321t",boston,ma
541270,0.9998625,"new england joint board, unite here  177",boston,ma
541270,0.99526757,"new england joint board, unite here 1362t",boston,ma
542893,0.99998635,"new england joint board, unite here 1904",boston,ma
49552,0.9999496,"new england joint board, unite here 242",boston,ma
51126,0.9999147,"new england joint board, unite here 313",boston,ma
541270,0.9999422,"new england joint board, unite here 33",boston,ma
541270,0.9999464,"new england joint board, unite here 406",boston,ma
541761,0.9999259,"new england joint board, unite here 580",boston,ma
541270,0.99638647,"new england joint board, unite here 66l",boston,ma
542525,0.9999706,"new england joint board, unite here 919",boston,ma
541270,0.9731865,"new england joint board, unite here!",boston,ma
541270,0.17301205,"new england joint board, unite here! 1036t",boston,ma
541270,0.078137055,"new england joint board, unite here! 110a",boston,ma
541270,0.09493318,"new england joint board, unite here! 110at",boston,ma
541270,0.078137055,"new england joint board, unite here! 121h",boston,ma
541270,0.09493318,"new england joint board, unite here! 1226t",boston,ma
541270,0.23326644,"new england joint board, unite here! 12a",boston,ma
62915,0.6253216,"new england joint board, unite here! 141",boston,ma
43767,0.69610834,"new england joint board, unite here! 151",boston,ma
541270,0.09493318,"new england joint board, unite here! 1554t",boston,ma
43855,0.9317208,"new england joint board, unite here! 187",boston,ma
49541,0.8542825,"new england joint board, unite here! 281",boston,ma
541270,0.8433177,"new england joint board, unite here! 31",boston,ma
541270,0.7220564,"new england joint board, unite here! 324",boston,ma
541270,0.735606,"new england joint board, unite here! 33",boston,ma
43953,0.98054653,"new england joint board, unite here! 341",boston,ma
49105,0.9026046,"new england joint board, unite here! 361",boston,ma
27500,0.9219143,"new england joint board, unite here! 624",boston,ma
541270,0.1448746,"new england joint board, unite here! 66l",boston,ma
541270,0.72774136,"new england joint board, unite here! 73",boston,ma
540373,0.8915222,"new england joint board, unite here! 911",boston,ma
542525,0.9026046,"new england joint board, unite here! 919",boston,ma
541270,0.078137055,"new england joint board, unite here! 939a",boston,ma
541270,0.99999917,"new england joint board, unite here-",boston,ma
541270,0.9735288,"new england joint board, unite here-166l",boston,ma
541270,0.9896606,"new england joint board, unite here-939a",boston,ma
541270,0.9999967,new england joint board/unite here 1,boston,ma
541270,0.99953,new england joint board/unite here 1094,boston,ma
541270,0.9916892,new england joint board/unite here 110at,boston,ma
541270,0.9916892,new england joint board/unite here 1156t,boston,ma
541270,0.9916892,new england joint board/unite here 1198t,boston,ma
541270,0.9896606,new england joint board/unite here 121h,boston,ma
541270,0.99842507,new england joint board/unite here 12a,boston,ma
49974,0.9999979,new england joint board/unite here 1321,boston,ma
541270,0.99526757,new england joint board/unite here 1362t,boston,ma
62915,0.999882,new england joint board/unite here 141,boston,ma
541270,0.9916892,new england joint board/unite here 1483t,boston,ma
43767,0.99990875,new england joint board/unite here 151,boston,ma
541270,0.9998625,new england joint board/unite here 177,boston,ma
49108,0.99999803,new england joint board/unite here 178,boston,ma
542893,0.99998635,new england joint board/unite here 1904,boston,ma
50451,0.9999147,new england joint board/unite here 229,boston,ma
49552,0.9999496,new england joint board/unite here 242,boston,ma
541270,0.9916892,new england joint board/unite here 2527t,boston,ma
540727,0.9999994,new england joint board/unite here 2661,boston,ma
49541,0.9999574,new england joint board/unite here 281,boston,ma
51097,0.999961,new england joint board/unite here 311,boston,ma
51126,0.9999147,new england joint board/unite here 313,boston,ma
542886,0.9999574,new england joint board/unite here 325,boston,ma
541270,0.9999422,new england joint board/unite here 33,boston,ma
49105,0.9999706,new england joint board/unite here 361,boston,ma
43905,0.9999706,new england joint board/unite here 377,boston,ma
541270,0.9999464,new england joint board/unite here 406,boston,ma
25552,0.99986684,new england joint board/unite here 431,boston,ma
541270,0.9896606,new england joint board/unite here 477t,boston,ma
541761,0.9999259,new england joint board/unite here 580,boston,ma
541270,0.99638647,new england joint board/unite here 66l,boston,ma
541270,0.9941072,new england joint board/unite here 687t,boston,ma
540373,0.9999676,new england joint board/unite here 911,boston,ma
544507,0.9922265,new england regional council of carpenters 290,hopewell junction,ny
544887,0.00038936854,new england regional council of carpenters 51,albany,ny
512838,0.9999904,new england regional council of carpenters 51,boston,ma
544887,0.00038936854,new england regional council of carpenters local 51,albany,ny
544887,0.00038936854,new england regional council of carpenters-51,albany,ny
512838,0.99992335,new england regional council of carpenters-51,dorchester,ma
543191,0.003941042,new england regional council of carpenters-94,warwick,ri
541270,5.068245e-07,new enlgand joint board unite here 1036t,boston,ma
45248,0.00029508732,"new haven federation of teachers, nurses chapter 933n",rocky hill,ct
,,new jersey nurses union/cwa-1091,,
516591,1.0,new jersey state association of pipe trades-,winslow,nj
16218,0.9999999,new mexico-254,albuquerque,nm
47232,1.3443235e-05,new orleans casino craft council,metairie,la
40553,0.38837573,"new orleans clerks' and checkers' union, international longshormen's association 1497",new orleans,la
512319,0.99980587,new york & vicinity district council of carpenters,new york,ny
32922,1.0,new york city & vicinity council of carpenters,new york,ny
32922,1.0,new york city & vicinity district council of carpenters,new york,ny
32922,0.9999846,new york city & vicinity district council of carpenters (dockbuilders),new york,ny
32922,0.99999964,new york city and vicinity district council of carpenters,new york,ny
515591,1.0,new york city district council of carpenters,new york,ny
544559,0.999997,new york city district council of carpenters-1556,new york,ny
515591,1.0,new york city district council of carpenters-n/a,new york,ny
512319,0.33574566,new york hotel & motel trades council afl-cio local n/a,new york,ny
512319,0.33574566,new york hotel & motel trades council afl-cio n/a,new york,ny
512319,0.33574566,new york hotel & motel trades council afl-cio-n/a,new york,ny
512319,0.19632757,"new york hotel & motel trades council, afl-cio 6",new york,ny
512319,0.46674958,new york hotel and motel trades council afl-cio-n/a,new york,ny
,,new york hotel and motel trades union/afl-cio-6,,
512319,0.9896435,new york hotel trades council-n/a,new york,ny
48899,1.0,new york new jersey regional joint board - workers united local 1651,new york,ny
48899,1.0,new york new jersey regional joint board workers united 25,new york,ny
541343,0.99999994,new york new jersey regional joint board-n/a,newark,nj
88469,0.98175406,new york nurses association local n/a,bronx,ny
512319,0.99998766,new york professional nurses union,new york,ny
50231,0.9999933,new york state nurses association,albany,ny
512319,0.9999722,new york state nurses association local n/a,new york,ny
512319,0.9999722,new york state nurses association-n/a,new york,ny
70581,1.0,new york state united teachers,hauppauge,ny
18047,0.0008405646,new york typographical union  6,union,nj
52679,7.929549e-14,news guild cwa afl-cio n/a,washington,dc
22199,0.94078285,news guild of maine  31128,westrbook,me
83467,0.94272655,news guild of new york,new york,ny
3705,0.96083534,news guild of new york /cwa-31003,new york,ny
39803,0.8305745,"news media guild the newspaper guild-communication workers of america, afl-cio 31222",new york,ny
,,"news media guild, tng-cwa-31222",key biscaye,fl
32921,0.9959662,newsguild of greater philadelphia 38010,philadelphia,pa
3705,0.81116873,newsguild of new york  31003,new york,ny
3705,0.81116873,newsguild of new york 31003,new york,ny
3705,0.9932148,newsguild of new york cwa 31003,new york,ny
3705,0.80891675,newsguild of ny-31003,new york,ny
504780,2.2638638e-10,newspaper and mail deliverers' union,new york,ny
40877,0.00036806983,newspaper and mail deliverers' union of new york and vicinity,long island city,ny
24555,0.9992169,newspaper guild of detroit cwa 34022,detroit,mi
24555,0.9992169,newspaper guild of detroit- cwa 34022,detroit,mi
24555,0.99304646,newspaper guild of detroit- tng-cwa 34022,detroit,mi
24555,0.99304646,newspaper guild of detroit- tng/cwa local 34022,detroit,mi
24555,0.99304646,newspaper guild of detroit- tng/cwa-34022,detroit,mi
,,newspaper guild of greater philadelphia,philadelphia,mn
45318,0.022491619,newspaper guild of greater philadelphia,philadelphia,pa
45318,2.1076174e-05,newspaper guild of greater philadelphia tng10-cwa38010,philadelphia,pa
45318,0.008543439,newspaper guild of greater philadelphia-10,philadelphia,pa
3705,0.39334616,newspaper guild of new york/tng 31003,new york,ny
3705,0.87571055,newspaper guild of ny-31003,new york,ny
49040,0.99932724,newspaper guild of pittsburgh / communication workers of america 38061,pittsburgh,pa
49040,0.9978553,newspaper guild of pittsburgh-38061,pittsburgh,pa
49040,0.99932724,newspaper guild of pittsburgh/communication workers of america 38061,pittsburgh,pa
49040,0.999888,newspaper guild of pittsburgh/cwa -38061,pittsburgh,pa
49040,0.999888,newspaper guild of pittsburgh/cwa-38061,pittsburgh,pa
48101,4.4831977e-05,newspaper guild of rochester 17,rochester,ny
32921,0.99979734,newspaper guild tng cwa-38010,philadelphia,pa
15677,0.09681119,nfco 320,louisville,ky
501812,0.059397556,nffe & iamaw local 178,washington,dc
501812,0.99999255,nffe / iamaw afl-cio-2,washington,dc
502792,2.1796314e-08,nffe iam local 2049,wsmr,nm
546477,4.4967237e-12,nffe iamaw afl-cio local n/a,whittier,ca
511416,0.9999485,nffe-,reno,nv
502864,0.99999404,nffe-181,coeur d alene,id
515226,0.99999994,nffe-1998,chicago,il
515077,1.0,nffe-2035,whittier,ca
533907,1.0,nffe-2109,watervliet,ny
502049,1.0,nffe-iam 919,temecula,ca
501812,1.0,nffe-iam local n/a,washington,dc
501812,0.9999793,nffe/iamaw-1,washington,dc
,,nheu local,niagara falls,ny
54045,0.0022013215,niagara hooker employees union,niagara,ny
54045,0.0034625172,niagara hooker employees union,niagara falls,ny
54045,0.0022013215,niagara hooker employees union-,niagara,ny
33175,1.542514e-11,nicolas garcia jr. 92,long beach,ca
544161,1.0,nj building construction laborers district council-3/77,jamesburg,nj
544161,1.0,nj building construction laborers district council-n/a,ewing,nj
,,nljsp-n/a,camp hill,pa
,,nljsp-n/a,dillsburg,pa
503642,1.0,nlrbu local 4,philadelphia,pa
39803,0.9999996,nmg-31222,new york,ny
39803,0.9977025,nmg/tng/cwa 31222,new york,ny
39803,0.9977025,nmg/tng/cwa-31222,new york,ny
542417,0.004858929,nmhfrn/aft-5101,rocky hill,ct
545214,2.1793287e-05,nnoc missouri / nnu-n/a,oakland,ca
55327,0.8293818,nnoc-missouri and kansas/nnu,kansas city,mo
507440,7.58476e-05,nnoc-missouri/nnu-,kansas city,mo
545214,2.1793287e-05,nnoc-missouri/nnu-n/a,oakland,ca
,,nnoc-n/a,hollywood,fl
,,nnoc-n/a,tampa,fl
,,nnoc/nnu,chicago,il
,,nnoc/nnu-,chicago,il
515619,0.032584645,nnoc/texas-nnu-,austin,tx
,,noitu-1a,jamaica,ny
543055,1.0,noitu-528,jamaica,ny
543053,0.9996956,noitu-iujat/ bmeu local 486,jamaica,ny
,,nolsw 2320 2320,chicago,il
,,"nolsw, uaw -2320",chicago,il
,,"nolsw, uaw, afl-cio 2320",chicago,il
531724,0.99923676,"nolsw, uaw-2320",new york,ny
,,nolsw/lwunh/uaw-2320,northampton,ma
,,nolsw/uaw  2320,pearland,tn
531724,0.99923676,nolsw/uaw 2320,new york,ny
,,nolsw/uaw 2320,old bridge,or
512415,0.0050426377,nolsw/uaw local 2320,riverside,ca
,,nolsw/uaw-2320,chicago,il
63700,5.2682192e-15,nolsw/uaw-2320,katy,tx
512415,0.0050426377,nolsw/uaw-2320,riverside,ca
,,nome education support professionals association,fairbanks,ak
529166,9.470122e-20,non-union. i’m a truck driver,cincinnati,oh
,,"nor-cal beverage co., inc. employees' union",west sacramento,ca
,,"nor-cal beverage co., inc. employees' union-",west sacramento,ca
18994,0.9999804,north alabama building and construction trades council,sheffield,al
18994,0.9880245,north alabama building and construction trades council local 558/760,sheffield,al
18994,0.9999804,north alabama building and construction trades council-n/a,sheffield,al
18994,0.9999298,north alabama building and trades construction trades council local n/a,sheffield,al
,,north america's building trades unions,washington,dc
545743,0.31567433,north atlantic states regional council of carpenterrs 330,warwick,ri
540823,1.0,north atlantic states regional council of carpenters 279,boston,ma
540823,1.0,"north atlantic states regional council of carpenters 279, 290",boston,ma
540823,1.0,north atlantic states regional council of carpenters 290,boston,ma
544887,7.749258e-05,north atlantic states regional council of carpenters 51,albany,ny
540823,1.0,north atlantic states regional council of carpenters 51,boston,ma
540823,1.0,north atlantic states regional council of carpenters f/k/a new england regional council of carpenter n/a,boston,ma
544887,7.749258e-05,north atlantic states regional council of carpenters local 51,albany,ny
543884,5.1181872e-26,north atlantic states regional council of carpenters various,rock tavern,ny
544887,7.749258e-05,north atlantic states regional council of carpenters-local 51,albany,ny
40391,0.55699766,north ca district council of laborers-886,pleasanton,ca
70391,2.0365603e-07,north carolina staff (ncso) (ncso),raleigh,nc
505453,0.9999892,north carolina staff organization,zebulon,nc
505453,0.0003765797,north carolina staff union (nsco) ncso,raleigh,nc
541101,1.0,north central regional council of carpenters,st. paul,mn
544729,0.99999917,north central regional council of carpenters 427,papillion,ne
7999,0.99999917,north central regional council of carpenters-314,madison,wi
541101,0.9999584,north central state council of carpenters-,st. paul,mn
541101,1.0,north central state regional council of carpenters,st. paul,mn
35751,1.0,north central states council of carpenters,st. paul,mn
35751,1.0,north central states regioinal council of carpenters,saint paul,mn
35751,1.0,north central states regional council of carpenter,st. paul,mn
35751,1.0,north central states regional council of carpenter local,st. paul,mn
35751,1.0,north central states regional council of carpenter-,st paul,mn
35751,1.0,north central states regional council of carpenter-,st. paul,mn
35751,1.0,north central states regional council of carpenter-n/a,st. paul,mn
515393,0.008718291,north central states regional council of carpenters,la crosse,wi
515393,0.0055157985,north central states regional council of carpenters,rothschild,wi
35751,1.0,north central states regional council of carpenters,saint paul,mn
35751,1.0,north central states regional council of carpenters,st paul,mn
35751,1.0,north central states regional council of carpenters,st. paul,mn
18185,0.8349541,north central states regional council of carpenters 2832,kaukauna,wi
7999,0.9999876,north central states regional council of carpenters 314,madison,wi
35751,1.0,north central states regional council of carpenters local,saint paul,mn
35751,1.0,north central states regional council of carpenters local,st. paul,mn
35751,1.0,north central states regional council of carpenters n/a,st. paul,mn
35751,1.0,north central states regional council of carpenters wi agreement,st. paul,mn
35751,1.0,north central states regional council of carpenters-,st. paul,mn
35751,0.99999994,north central states regional council of carpenters-millwrights 2337,st. paul,mn
35751,0.99999994,north central states regional council of carpenters-milwaukee agreement,st. paul,mn
35751,0.9999954,north central states regional council of carpenters-pile drivers 2337,st. paul,mn
35751,1.0,north central states regional council of carpetners,st. paul,mn
35751,1.0,north central states regional counsel of carpenters,st paul,mn
35751,0.99999994,north central states regional counsel of carpenters,st. paul,mn
507215,0.96583045,north dakota staff organization,bismarck,nd
,,north riverside firefighters and lieutenants union  2714,north riverside,il
49603,0.001070149,north shore musicians assocation-126,peabody,ma
,,north slope educational administrators association,utqiagvik,ak
,,northbrook professional firefighter association  1894,northbrook,il
,,northbrook professional firefighters association 1894,bloomingdale,il
35751,0.12090034,northcentral states regional council of carpenters,st. paul,mn
517848,0.003590557,northeast ohio newspaper guild-1,brooklyn heights,oh
542390,1.0,northeast regional council of carpenters,edison,nj
542013,3.8947647e-08,northeast regional council of carpenters,philadelphia,pa
542390,0.99999475,northeast regional council of carpenters (nercc)-,edison,nj
542390,1.0,northeast regional council of carpenters local 252,edison,nj
542013,2.1230026e-10,northeast regional council of carpenters local 845,philadelphia,pa
542013,3.8947647e-08,northeast regional council of carpenters local n/a,philadelphia,pa
542390,1.0,northeast regional council of carpenters n/a,edison,nj
542390,1.0,northeast regional council of carpenters-,hackensack,nj
542390,1.0,northeast regional council of carpenters-,mullica township,nj
542390,1.0,northeast regional council of carpenters-252,edison,nj
542390,1.0,northeast regional council of carpenters-253,edison,nj
,,northeast regional council of carpenters-253,,
,,northeast regional council of carpenters-254,,
542390,1.0,northeast regional council of carpenters-255,mullica township,nj
,,northeast regional council of carpenters-255,,
542390,1.0,northeast regional council of carpenters-290,edison,nj
542390,0.9999996,northeast regional council of carpenters-4018,edison,nj
542999,0.99430996,northeast regional council of carpenters-491,upper marlboro,md
542390,1.0,northeast regional council of carpenters-n/a,edison,nj
