canon_id,Link Score,union_name,union_city,union_state
66145,0.0003980804,"glass, molders, pottery, plastics & allied workers-324",fife,al
,,"glass, molders, pottery, plastics & allied workers-359",,
11615,0.450903,"glass, molders, pottery, plastics & allied workers-375",media,pa
11615,0.50469536,"glass, molders, pottery, plastics & allied workers-419",media,pa
34637,0.41665518,"glass, molders, pottery, plastics & allied workers-422",media,pa
11615,0.61068964,"glass, molders, pottery, plastics & allied workers-58",media,pa
11615,0.09835552,"glass, molders, pottery, plastics & allied workers-9b",media,pa
34637,0.0020657221,"glass, molders, pottery, plastics & allied workers-dir. aff. #782",media,pa
11615,6.179463e-05,"glass, molders, pottery, plastics& allied workers-164b",media,pa
17878,0.33048218,glaziers 27,lyons,il
45392,0.6645899,glaziers architectural glass and metal workers 169,san leandro,ca
45936,9.346367e-15,glaziers architectural metal & glass workers-,san jose,ca
36324,0.71888673,glaziers architectural metal and glass workers-188,seattle,wa
34836,0.9921439,glaziers district council 82 local 1324,little canada,mn
17878,0.33048218,glaziers local 27,lyons,il
28012,0.24688737,glaziers union 27,lyons,il
28012,0.24688737,glaziers union local 27,lyons,il
40272,0.9859498,"glaziers, architectural metal & glass workers-740",portland,or
36324,0.16684428,"glaziers, architectural metal & glassworkers  188",seattle,wa
36324,0.16684428,"glaziers, architectural metal & glassworkers 188",seattle,wa
36324,0.16684428,"glaziers, architectural metal & glassworkers local 188",seattle,wa
36324,0.16684428,"glaziers, architectural metal & glassworkers-188",seattle,wa
,,"glaziers, architectural metal & glassworks",seattle,wa
36324,0.07225628,"glaziers, architectural metal & glassworks 188",seattle,wa
3129,0.077370845,"glaziers,architectural metal & glassworkers  513",st louis,mo
17878,0.33048218,glaziers-27,lyons,il
541437,9.1178315e-10,global concepts charter school teachers association,williamsville,ny
55943,1.352386e-05,global concepts charter school teachers association 01120,buffalo,ny
,,gmp -182b,lincoln,il
,,gmp -182b,media,pa
62618,0.9915603,gmp -221,lincoln,il
5324,0.05891464,gmp -77,media,pa
61448,0.96443915,gmp council of the united steelworkers 15 m,anderson,sc
,,gmp council of the united steelworkers local 15m,anderson,sc
,,gmp council of usw local 15m,anderson,sc
18841,1.0,gmp local 201,media,pa
23385,0.9999866,gmp local 236,newnan,ga
,,gmp local 304b,media,pa
,,gmp-,ashland,oh
,,gmp-,media,pa
,,gmp-121b,media,pa
27334,0.97477305,gmp-123,lincoln,il
,,gmp-125b,media,pa
,,gmp-131,media,pa
64393,0.9995428,gmp-132,media,pa
,,gmp-139b,media,pa
,,gmp-142b,mankato,mn
,,gmp-145,media,pa
,,gmp-14b,lincoln,il
,,gmp-14b,media,pa
41737,2.3736104e-09,gmp-15,media,pa
,,gmp-164b,media,pa
9256,0.483264,gmp-180,media,pa
,,gmp-180,,
53325,0.9999853,gmp-198,media,pa
18841,1.0,gmp-201,media,pa
,,gmp-207a,media,pa
31457,0.9995784,gmp-219,franklinville,nj
,,gmp-219,media,pa
1601,0.9438031,gmp-229,media,pa
,,gmp-231b,media,pa
,,gmp-233b,lincoln,il
,,gmp-235,media,pa
23385,1.0,gmp-236,media,pa
21539,0.0016725133,gmp-241,media,pa
45763,1.0,gmp-244,newark,oh
545086,0.99993026,gmp-245,dublin,ca
509753,1.0,gmp-249,media,pa
,,gmp-257b,media,pa
13111,0.99999994,gmp-262,media,pa
13987,0.99627024,gmp-271,appleton,wi
13014,0.99966085,gmp-286,media,pa
537308,0.6860324,gmp-289,media,pa
543824,0.080490686,gmp-292,media,pa
,,gmp-301,media,pa
,,gmp-304b,media,pa
,,gmp-314,media,pa
545766,0.0002557676,gmp-324,media,pa
14888,0.99931264,gmp-333,media,pa
57102,1.0,gmp-337,media,pa
,,gmp-368,media,pa
46068,0.9993121,gmp-380,media,pa
514261,0.12598506,gmp-387,media,pa
,,gmp-395,fyffe,al
,,gmp-39b,media,pa
6351,0.401402,gmp-40,media,pa
46695,0.9997514,gmp-412,media,pa
66582,2.9991128e-05,gmp-417 419,media,pa
,,gmp-421,media,pa
,,gmp-437,lincoln,il
38625,0.13915096,gmp-459,media,pa
,,gmp-45b,ashland,oh
,,gmp-45b,columbus,oh
,,gmp-45b,media,pa
6445,0.9999914,gmp-46,media,pa
,,gmp-59,media,pa
57555,1.0,gmp-62,media,pa
,,gmp-63b,media,pa
,,gmp-63b,,
45827,0.42872015,gmp-7,franklinville,nj
512824,0.99999994,gmp-70,media,pa
5324,0.022168925,gmp-77,eldred,pa
,,gmp-80b,media,pa
,,gmp-85b,media,pa
53914,0.009520941,gmp-98,lincoln,il
66668,0.942861,gmp-98,media,pa
546540,1.3580255e-14,gmpiu afl-cio clc-n/a,media,pa
30896,0.021919332,gmpiu-103,media,pa
45801,0.00017853774,gmpiu-107/188,media,pa
,,gmpiu-127b,media,pa
504721,0.5260238,gmpiu-130,media,pa
64393,0.050687753,gmpiu-132,media,pa
30469,0.000894824,gmpiu-137,dublin,ca
,,gmpiu-142b,mankato,mn
512047,0.9990189,gmpiu-176,media,pa
36396,3.3808683e-06,gmpiu-19,dublin,ca
,,gmpiu-208,media,pa
508787,0.030768994,gmpiu-214,fyffe,al
31457,0.05918872,gmpiu-219,franklinville,nj
,,gmpiu-219,media,pa
1601,0.000506092,gmpiu-229,media,pa
516596,0.027931126,gmpiu-232,media,pa
,,gmpiu-233b,media,pa
23385,0.28951225,gmpiu-236,media,pa
,,gmpiu-238b,media,pa
,,gmpiu-248,media,pa
10668,4.3364518e-12,gmpiu-25,media,pa
,,gmpiu-251,fife,al
,,gmpiu-251,fyffe,al
,,gmpiu-257b,media,pa
44219,0.1489091,gmpiu-272,media,pa
,,gmpiu-291,media,pa
,,gmpiu-316b,bluffton,in
66145,0.0003948509,gmpiu-324,hoover,al
505065,0.00026443572,gmpiu-36,hazleton,pa
,,gmpiu-376,bluffton,in
5461,0.008159404,gmpiu-376,hazleton,pa
541316,0.0012197671,gmpiu-38,media,pa
,,gmpiu-38b,media,pa
511203,0.038244396,gmpiu-40,media,pa
25580,0.852249,gmpiu-422,media,pa
20932,0.0019572722,gmpiu-52,media,pa
45764,0.001774559,gmpiu-52,santa clara,ca
16401,0.00013700551,gmpiu-53,media,pa
2694,0.002718117,gmpiu-61,eldred,pa
,,gmpiu-63b,cedar rapids,ia
,,gmpiu-63b,media,pa
,,gmpiu-65b,albertville,al
,,gmpiu-798,media,pa
36882,0.00023196643,gmpiu-81,dublin,ca
66668,0.00039641827,gmpiu-98,media,pa
,,gmpiu-dir. aff. 791,media,pa
,,gmpiu-multiple,media,pa
,,gmppaw-233b,media,pa
,,gmppaw-263b,media,pa
51606,0.006549191,gmppaw-359,cedar rapids,ia
,,gmppawiu-263b,media,pa
38625,4.5853916e-08,gmppawiu-459,media,pa
530765,8.549832e-09,golden living centers-3635,chippewa falls,wi
17173,7.891229e-05,gorick construction-158,glenmont,ny
,,governed united security professionals local,baltimore,md
503435,1.6354489e-11,governed united security professionals union-,baltimore,md
,,governed united security professionals-,baltimore,md
,,governed united security professionals-n/a,baltimore,md
34268,4.4596806e-09,gpldc-32/727,peoria,il
501024,8.284686e-06,gpldc-43 multi,peoria,il
544403,0.00018682561,graduate students united local,chicago,il
531703,0.8918272,graduate workers of columbia-uaw (gwc-uaw) 2110,new york,ny
56553,0.0016890796,grain miller`s-257,kenedy,tx
,,grand lodge auditors association glaa,washington,pa
544993,0.999999,grand rapids federation of musicians 56,grand rapids,mi
544993,0.9999914,grand rapids federation of musicians-56 afm,grand rapids,mi
7246,0.22850023,granite city / edwardsville laborers' 397,edwardsville,il
7246,0.22850023,granite city/edwardsville laborers' local 397,edwardsville,il
540302,1.1349614e-16,granite cutters association,barre,vt
21934,0.0011926306,graphic communication conference of the international brotherhood of teamsters 6-505m,maryland heights,mo
5879,0.0846114,graphic communication conference of the international brotherhood of teamsters 6-505m,st. louis,mo
33964,4.539131e-08,graphic communication union 17m,indianapolils,in
28564,1.0,graphic communication union-546-m,cleveland,oh
530178,2.2074481e-08,graphic communications conf/ibt 458m,orland park,il
543759,0.0064987387,graphic communications conference /ibt 458m,carol stream,il
39463,1.613712e-06,graphic communications conference 503m,rochester,ny
543759,0.0064987387,graphic communications conference ibt 458m,carol stream,il
26393,0.999999,graphic communications conference international brotherhood of teamsters  379-c,mankato,mn
519030,0.45376825,graphic communications conference of the international brotherhood of teamsters 1-m,st. paul,mn
546485,1.5593096e-10,graphic communications conference of the international brotherhood of teamsters 505m,rochester,ny
21934,0.040978894,graphic communications conference of the international brotherhood of teamsters 6-505m,maryland heights,mo
541678,3.306144e-10,graphic communications conference of the intl.-,maryland heights,mo
63273,9.647963e-06,graphic communications conference-,des moines,ia
544042,2.4234077e-09,graphic communications conference/ ibt  735s,tresckow,pa
14369,1.6367953e-12,graphic communications conference/ ibt 197m,mablevale,ar
41284,9.30607e-06,graphic communications conference/ ibt 367m,dallas,tx
543759,0.0064987387,graphic communications conference/ ibt 458m,carol stream,il
519030,0.015345687,graphic communications conference/ international brotherhood of teamsters 1-m,saint paul,mn
22667,1.0,graphic communications conference/ibt 458,carol stream,il
543759,0.0064987387,graphic communications conference/ibt 458m,carol stream,il
543759,0.00094247825,graphic communications conference/ibt 568m,carol stream,il
33009,0.9999999,graphic communications conference/ibt 72-c,riverdale,md
32352,6.223398e-12,graphic communications conference/int'l bro. of teamsters 458m,carol strream,il
519030,0.88480806,graphic communications conference/international brotherhood of teamsters 1-m,st. paul,mn
24666,0.92647225,graphic communications conference/international brotherhood of teamsters 137-c,dallas,pa
516213,8.1807004e-14,graphic communications conference/international brotherhood of teamsters 137c,dallas,pa
540796,0.9999938,graphic communications conference/international brotherhood of teamsters 197-m,chattanooga & knoxville,tn
28861,0.99999183,graphic communications conference/international brotherhood of teamsters 235/16-m,independence,mo
28861,0.99997985,graphic communications conference/international brotherhood of teamsters 235/16m,independence,mo
14596,0.9999998,graphic communications conference/teamsters 527-s,mableton,ga
24842,0.9999967,graphic communications confernence/ibt 285,washington,dc
5879,0.0043842793,graphic communications of the international brotherhood of teamsters 6-505m,saint louis,mo
33964,6.850129e-05,graphic communications union  17m,indianapolis,in
33964,6.850129e-05,graphic communications union 17m,indianapolis,in
33964,6.850129e-05,graphic communications union local 17m,indianapolis,in
33964,6.850129e-05,graphic communications union-17m,indianapolis,in
24666,0.99996734,graphic communications union/ibt 137-c,dallas,pa
9208,0.9977592,graphic comunication conference / ibt-16-n,philadelphia,pa
47349,0.9990616,"graphics communication conference of teamsters, district council 3 508-m",cincinnati,oh
28861,0.04921869,graphics communication conference/internationalbrotherhood of teamsters 235/16m,independence,mo
5879,0.05283333,graphics communication of the international brotherhood of teamsters 6-505m,st. louis,mo
33964,0.07828778,graphics communications 17-m,indianapolis,in
25323,0.993018,"graphics communications conference, ibt 577-m",milwaukee,wi
542992,0.9999996,great plains laborers district council,peoria,il
542992,0.9997229,great plains laborers district council 177,peoria,il
542992,0.9976357,great plains laborers district council local 1140,peoria,il
542992,0.99620926,great plains laborers district council local 37/727,peoria,il
542992,0.9997296,great plains laborers district council local 43,peoria,il
542992,0.9999996,great plains laborers district council-,peoria,il
542992,0.9976357,great plains laborers district council-1140,peoria,il
542992,0.9997229,great plains laborers district council-177,peoria,il
542992,0.999045,great plains laborers district council-353,peoria,il
2110,0.9999741,great plains laborers district council-393,marseilles,il
542992,0.99937326,great plains laborers district council-393,peoria,il
542992,0.9997296,great plains laborers district council-43,peoria,il
542992,0.9999996,great plains laborers district council-n/a,peoria,il
542992,0.9999996,great plains laborers' district council,peoria,il
542992,0.9976357,great plains laborers' district council 1140,peoria,il
17888,0.99996847,great plains laborers' district council 165,peoria,il
542992,0.9997229,great plains laborers' district council 177,peoria,il
542992,0.99957013,great plains laborers' district council 309,peoria,il
542992,0.99992555,great plains laborers' district council 32,peoria,il
542992,0.99156994,great plains laborers' district council 32 & 727,peoria,il
542992,0.9955967,great plains laborers' district council 32 727,peoria,il
542992,0.9955967,great plains laborers' district council 32/727,peoria,il
4376,0.9999463,great plains laborers' district council 362,bloomington,il
542992,0.99957013,great plains laborers' district council 362,peoria,il
542992,0.64601123,great plains laborers' district council 362 538 996,peoria,il
542992,0.96745217,great plains laborers' district council 362 996,peoria,il
542992,0.99937326,great plains laborers' district council 393,peoria,il
542992,0.9997296,great plains laborers' district council 43,peoria,il
542992,0.017223313,great plains laborers' district council 43 177 309 538 620 1140,peoria,il
542992,0.9994345,great plains laborers' district council 538,peoria,il
542992,0.43182743,great plains laborers' district council 538 620 1140,peoria,il
542992,0.99921334,great plains laborers' district council 620,peoria,il
542992,0.9998036,great plains laborers' district council 751,peoria,il
542992,0.99937326,great plains laborers' district council 996,peoria,il
542992,0.9995521,great plains laborers' district council iowa,peoria,il
542992,0.92344385,great plains laborers' district council iowa statewide,peoria,il
32691,2.2017182e-15,great plains laborers' district council local,des moines,ia
542992,0.9976357,great plains laborers' district council local 1140,peoria,il
17888,0.99996847,great plains laborers' district council local 165,peoria,il
17888,0.97427285,great plains laborers' district council local 165/231/996,peoria,il
542992,0.99957013,great plains laborers' district council local 309,peoria,il
542992,0.9955967,great plains laborers' district council local 32/727,peoria,il
542992,0.99957013,great plains laborers' district council local 362,peoria,il
542992,0.9994345,great plains laborers' district council local 538,peoria,il
542992,0.5340859,great plains laborers' district council local ia statewide,peoria,il
542992,0.99661154,great plains laborers' district council statewide,peoria,il
17888,0.99996847,great plains laborers' district council-165,peoria,il
542992,0.99957013,great plains laborers' district council-309,peoria,il
542992,0.9955967,great plains laborers' district council-32/727,peoria,il
16971,0.950991,great plains laborers' district council-32/727,rockford,il
542992,0.999045,great plains laborers' district council-353,peoria,il
4376,0.9999463,great plains laborers' district council-362,bloomington,il
542992,0.99937326,great plains laborers' district council-393,peoria,il
542992,0.9994345,great plains laborers' district council-538,peoria,il
542992,0.99921334,great plains laborers' district council-620,peoria,il
542992,0.5340859,great plains laborers' district council-ia statewide,peoria,il
,,great plains laborers' district council-n/a,,
542992,0.9999995,great plains laborers' district-,peoria,il
533728,1.5195279e-16,greater boston legal services attorney's union,boston,ma
506909,2.3288893e-13,"greater boston legal services staff association, nolsw uaw 2320",boston,ma
530055,0.0009960936,greater hartford legal aid attorneys union-n/a,hartford,ct
34059,0.99999946,greater kansas city building & construction trades,independence,mo
34059,0.99999946,greater kansas city building & construction trades council,independence,mo
34059,1.0,greater kansas city building and construction trades council aflcio local kansas city mo,independence,mo
34059,1.0,greater kansas city building and construction trades council aflcio-kansas city mo,independence,mo
34059,1.0,greater kansas city building trades council,independence,mo
7115,5.5917744e-06,greater pa regional council of carpenters-,pittsburgh,pa
16775,0.9999985,greater pa regional council of carpenters-2274,pittsburgh,pa
29825,0.60204583,"greater springfield, berkshire county, vermont musicians union 171",springfield,ma
,,greg chastain,kansas city,mo
31847,7.356898e-14,greg speller 1199,white plains,ny
,,groden center inc.,providence,ri
546519,3.110991e-10,gsafa-nysut-,kingston,ny
511294,0.99490094,guards & security afl-cio-1412,belleville,nj
511294,1.0,guards and security local 1412 1412,belleville,nj
,,guild for professional pharmacists,portland,or
545466,8.451181e-21,guild for professional pharmacists,sacramento,ca
,,guild for professional pharmacists,woodland hills,or
545466,5.658312e-16,guild for professional pharmacists -n/a,woodland hills,ca
545466,5.658312e-16,guild for professional pharmacists-,woodland hills,ca
545466,5.658312e-16,guild for professional pharmacists-n/a,woodland hills,ca
,,gusp-,baltimore,md
43368,0.9999194,gwupr/unite here-610,san juan,pr
541216,7.351121e-06,hallen teachers' association c/o nys united teachers 16-120,tarrytown,ny
,,hamilton sundstrand emergency services iaff i - 88,windsor locks,ct
49650,0.99999994,hanford atomic metal trades council (hamtc),richland,wa
49650,0.9998437,"hanford atomic metal trades council, aflcio-n/a",seatac,wa
27295,0.9759323,hanford guards union 21,richland,wa
27295,0.9759323,hanford guards union-21,richland,wa
18158,1.07775856e-13,hank mckay 6,horsham,pa
503115,2.6187304e-14,harrisburg association of flight simulator instructors-,middletown,pa
16284,0.9931729,harrisburg musical association afm 269,camp hill,pa
16284,0.5475766,harrisburg musical association-269,camp hill,pa
545930,1.0,harvard graduate students union uaw (hgsu-uaw)-,cambridge,ma
545930,2.0583734e-08,"harvard university security, parking & museum guards union-",cambridge,ma
512892,1.2186172e-12,"harvey education associan, iea/nea",matteson,il
,,hatea-,holloman afb,nm
71174,0.9971567,hawai'i nurses' association 50,honolulu,hi
71174,0.9808372,hawai'i nurses' association opeiu 50,honolulu,hi
542191,0.0005480137,hawai`i nurses' associaiton 50,honolulu,hi
542191,0.031028023,hawai`i nurses' association 50,honolulu,hi
32107,0.9924318,hawaii federal employees metal trades council local,aiea,hi
32107,0.9924318,hawaii federal employees metal trades council-,aiea,hi
71174,0.9907934,hawaii government employees association afscme -152,honolulu,hi
71174,0.65939933,hawaii hospital & health care workers union,honolulu,hi
71174,0.78383595,hawaii hospital and health care workers union,honolulu,hi
71174,0.78383595,hawaii hospital and health care workers union-n/a,honolulu,hi
42957,0.9999998,hawaii laborers union 368,honolulu,hi
42957,0.9999998,hawaii laborers union-368,honolulu,hi
42957,0.9999998,hawaii laborers' union 368,honolulu,hi
32107,0.050538484,hawaii nurses and healthcare professionals,aiea,hi
71174,0.9999922,hawaii nurses association,honolulu,hi
71174,0.012671823,hawaii nurses association (opeiu local 50),honolulu,hi
71174,0.0059491866,hawaii nurses association (opeiu local 50) 50,honolulu,hi
71174,0.9808372,hawaii nurses association - opeiu-50,honolulu,hi
71174,0.9808372,hawaii nurses association / opeiu-50,honolulu,hi
71174,0.9971567,hawaii nurses association 50,honolulu,hi
71174,0.9808372,hawaii nurses association opeiu  50,honolulu,hi
71174,0.9808372,hawaii nurses association opeiu 50,honolulu,hi
71174,0.9808372,hawaii nurses association opeiu local 50,honolulu,hi
542191,0.9999991,hawaii nurses association opeiu local 50 50,honolulu,hi
71174,0.9808372,hawaii nurses association opeiu-50,honolulu,hi
71174,0.9808372,"hawaii nurses association, opeiu 50",honolulu,hi
71174,0.9971567,hawaii nurses association-50,honolulu,hi
71174,0.0059491866,"hawaii nurses' association (opeiu, local 50) 50",honolulu,hi
71174,0.9808372,hawaii nurses' association - opeiu 50,honolulu,hi
71174,0.9808372,hawaii nurses' association - opeiu-50,honolulu,hi
71174,0.9808372,hawaii nurses' association / opeiu 50,honolulu,hi
71174,0.9971567,hawaii nurses' association 50,honolulu,hi
71174,0.9808372,hawaii nurses' association opeiu 50,honolulu,hi
71174,0.9808372,"hawaii nurses' association opeiu, local 50",honolulu,hi
71174,0.9808372,"hawaii nurses' association, opeiu 50",honolulu,hi
71174,0.9808372,"hawaii nurses' association, opeiu local 50",honolulu,hi
71174,0.9971567,hawaii nurses' association-50,honolulu,hi
69137,1.0,hawaii state teachers staff organization-,honolulu,hi
28511,0.9999999,hawaii teamsters & allied workers  996,honolulu,hi
28511,0.9999999,hawaii teamsters & allied workers 996,honolulu,hi
28511,0.9999999,hawaii teamsters & allied workers union 996,honolulu,hi
28511,1.0,hawaii teamsters 996,honolulu,hi
28511,0.99999994,hawaii teamsters and allied workers  996,honolulu,hi
28511,0.99999994,hawaii teamsters and allied workers 996,honolulu,hi
28511,0.99999994,hawaii teamsters and allied workers local 996,honolulu,hi
28511,0.99999994,hawaii teamsters and allied workers union 996,honolulu,hi
28511,0.99999994,hawaii teamsters and allied workers-996,honolulu,hi
540647,3.0238868e-06,hcpg/nysut-5115,new hartford,ny
540647,4.2908163e-05,hcpg/nysut/fnhp/aft-5115,new hartford,ny
,,hcwa-,new york,ny
,,"health care operator, llc and hamlet assisted living operator, llc",chagrin falls,
546389,1.043469e-12,health care workers council of the united steelworkers-n/a,concord,ca
509450,0.999888,"health profesionals & allied employees, aft, afl-cio",emerson,nj
543944,0.9999989,"health professional and allied employees, aft/afl-cio 5058",emerson,nj
543949,0.9999989,"health professional and allied employees, aft/afl-cio 5138",emerson,nj
509450,1.0,"health professionals & allied employees, aft, afl-cio",emerson,nj
509450,1.0,"health professionals & allied employees, aft, afl-cio 5629",emerson,nj
509450,0.9999974,"health professionals & allied employees, aft/afl-cio 5118",haddon heights,nj
509450,0.99928105,health professionals and allied employees - aft - afl-cio 5142,haddon heights,nj
509450,0.9997401,health professionals and allied employees - american federation of teachers 5103,haddon heights,nj
509450,0.9997036,health professionals and allied employees 5142,haddon heights,nj
509450,1.0,health professionals and allied employees 5185,emerson,nj
509450,1.0,health professionals and allied employees 5186,emerson,nj
509450,0.9996457,health professionals and allied employees aft/afl-cio 5131,haddon heights,nj
509450,1.0,"health professionals and allied employees, aft",emerson,nj
509450,1.0,"health professionals and allied employees, aft 5107",emerson,nj
509450,0.99999994,"health professionals and allied employees, aft, afl-cio 5107",emerson,nj
509450,0.99999976,"health professionals and allied employees, aft, aft-cio 5105",emerson,nj
509450,0.99999994,"health professionals and allied employees, aft/afl-cio 5107",emerson,nj
509450,0.99999994,"health professionals and allied employees, aft/afl-cio 5131",emerson,nj
509450,0.99999994,"health professionals and allied employees, aft/afl-cio 5621",emerson,nj
543951,0.9999362,"health professionals and allied employess, aft/afl-cio 5185",emerson,nj
543952,0.9999362,"health professionals and allied employess, aft/afl-cio 5186",emerson,nj
545996,1.0,health sciences teachers association,williamsville,ny
34381,2.6739528e-09,heat & frost insulators  #80,winfield,wv
16832,0.99163264,heat & frost insulators  21,dallas,tx
60542,0.9944287,heat & frost insulators & allied workers 135,las vegas,nv
28876,0.976105,heat & frost insulators & allied workers 22,pasadena,tx
50393,0.038034983,heat & frost insulators & allied workers 40,albany,ny
9961,0.46755007,heat & frost insulators & allied workers 8,cincinnati,oh
60542,0.9944287,heat & frost insulators & allied workers-135,las vegas,nv
5874,0.36136106,heat & frost insulators 127,green bay,wi
529074,0.99998057,heat & frost insulators 207,taylor,mi
42886,0.99394727,heat & frost insulators 36,portland,or
9737,0.9989158,heat & frost insulators 41,fort wayne,in
3674,0.99820536,heat & frost insulators 55,mobile,al
11373,0.9994877,heat & frost insulators allied workers 53,kenner,la
12574,0.98770374,heat & frost insulators and allied workers 25,southfield,mi
27017,0.8912628,heat & frost insulators and allied workers 7,tukwila,wa
529074,0.99998057,heat & frost insulators local 207,taylor,mi
43435,0.99999994,heat & frost insulators local 33 33,wallingford,ct
42886,0.99394727,heat & frost insulators local 36,portland,or
26330,0.9833044,heat & frost insulators-18,indianapolis,in
529074,0.99998057,heat & frost insulators-207,taylor,mi
12574,0.9713571,heat & frost insulators-25,southfield,mi
37461,0.98871255,heat & frost insulators-34,st. paul,mn
15689,0.86218446,heat & frost insulators-5,ontario,ca
27017,0.7843543,heat & frost insulators-7,tukwila,wa
,,heat & frost insulators-76,,
24170,0.99906343,heat & frost insulators-89,trenton,nj
59171,0.54784936,heat & frost workers-133,bismarck,nd
22124,0.00018638589,heat and frost insulator 82,spokane,wa
16913,0.9925411,heat and frost insulators & allied workers 16,benicia,ca
9737,0.99944407,heat and frost insulators & allied workers-41,fort wayne,in
530793,0.9324733,heat and frost insulators 12,long island city,ny
13334,0.9976565,heat and frost insulators 19,pewaukee,wi
12527,0.9995756,heat and frost insulators 45,toledo,oh
24170,0.9992179,heat and frost insulators and allied workers  89,trenton,nj
59171,0.9999071,heat and frost insulators and allied workers 133,bismarck,nd
42886,0.99542844,heat and frost insulators and allied workers 36,portland,or
29768,0.5749276,heat and frost insulators and allied workers 4,buffalo,ny
37459,0.9987961,heat and frost insulators and allied workers 74,des moines,ia
16377,0.43006727,heat and frost insulators local #39 39,omaha,ne
16913,0.9970152,heat and frost insulators union 16,benicia,ca
16832,0.9969577,heat and frost insulators-21,dallas,tx
36523,0.9984641,heat and frost insulators-32,highland park,nj
543677,0.9975572,heat and frost insulators-50,columbus,oh
35766,0.9993306,heat and frost insulators-51,louisville,ky
9961,0.91150135,heat and frost insulators-8,cincinnati,oh
28876,0.007019577,heat frost insulators and allied workers-22,deer park,tx
545642,0.6342859,heath professionals and allied employees aft/afl-cio 5621,haddon heights,nj
25495,0.013525227,heavy & highway construction workers union local 158,harrisburg,pa
42741,0.9976325,heavy construction laborers 663,kansas city,mo
42741,0.026754063,heavy construction laborers' -663,clever,mo
42741,0.026754063,heavy construction laborers' 663,clever,mo
,,heed local,san juan,pr
,,heendupr-,san juan,pr
506435,0.9999307,here-17,minneapolis,mn
28501,0.97107863,here-6,new york,ny
540131,1.2625601e-11,hfcc support staff association,dearborn,mi
542927,1.0,hfia -26,rochester,ny
,,hfia local 12a,college point,ny
,,hfia local 12a,long island city,ny
530793,1.0,hfia-12,long island city,ny
,,hfia-12a,college point,ny
9675,0.99992543,hfia-17,,
43689,1.0,hfia-30,syracuse,ny
43435,1.0,hfia-33,wallingford,ct
50393,1.0,hfia-40,albany,ny
42304,1.0,hfia-81,cedar rapids,ia
13671,0.9914796,hfia-97,anchorage,ak
18363,0.37080982,hfiaw 24,laurel,md
18363,0.37080982,hfiaw-24,laurel,md
37459,0.80665696,hfiaw-74,des moines,ia
9961,8.7123e-05,hfiaw-8,cincinnati,oh
542749,0.9521227,hfiaw-84,kent,oh
,,hhna-,islandia,ny
,,highlands hospital nurses assoc. & lab techs-,hunker,pa
,,highlands hospital nurses association & lab techs,hunker,pa
4241,0.45249808,highway road and street construction laborers-1010,whitestone,ny
33820,0.018868156,highway truck drivers and helpers 107,philadelphia,pa
33820,0.003608037,highway truck drivers and helpers local (international brotherhood of teamsters) 107,philadelphia,pa
33820,0.02324083,"highway truck drivers and helpers, affitliated with ibt 107",philadelphia,pa
33820,0.018868156,highway truck drivers and helpers-107,philadelphia,pa
53662,0.34739086,hna / opeiu-50,honolulu,hi
542191,0.0012375046,hna-50,honolulu,hi
53662,0.34739086,hna/opeiu-50,honolulu,hi
19090,0.003222629,hod carriers & general laborers-242,seattle,wa
5939,0.9981496,hod carriers and laborers 783,san bernardino,ca
5939,0.9943644,hod carriers and laborers 783,san bernardio,ca
545475,0.99999994,home healthcare workers of america 1770,danbury,ct
,,homer organization of professional employees apea/aft afl-cio-n/a,anchorage,ak
,,"homme home for the aging, inc. employees-3902",manitowoc,wi
,,hope piper 531,latrobe,pa
28501,1.6680737e-08,hotel & motel trades council 6,new york,ny
22631,2.9195226e-06,hotel employees and restaurant employees union local 2,san francisco,ca
506431,2.515555e-05,"hotel, restaurant & club employees and bartenders union 6",new york,ny
16825,0.88678944,houston professional musicians association 65-699,houston,tx
,,howard terry 1140,minneapolis,mn
34178,0.5337874,howard terry 87140,minneapolis,mn
543962,0.9995617,hpae / aft-5103,haddon heights,nj
543946,0.9999999,hpae / aft-5107,emerson,nj
,,hpae / aft-5142,haddon heights,nj
543943,0.9999955,hpae 5030,emerson,nj
543963,0.9999901,hpae 5097,emerson,nj
543962,0.91617215,hpae 5103,haddon heights,nj
543942,0.99999964,hpae aft afl-cio local 5004,emerson,nj
543948,0.99457645,hpae aft afl-cio local 5131,haddon heights,nj
545642,0.99457645,hpae aft afl-cio local 5621,haddon heights,nj
546329,0.9984919,hpae aft/afl-cio-5106,haddon heights,nj
543944,0.99996734,hpae local 5058,emerson,nj
543949,0.99996734,hpae local 5138,emerson,nj
61967,6.6426785e-18,hpae staff union,highland park,nj
543942,0.9999901,hpae-5004,emerson,nj
543944,0.99996734,hpae-5058,emerson,nj
543944,0.06610154,hpae-5058,neptune,nj
543963,0.9999901,hpae-5097,emerson,nj
543948,0.9999811,hpae-5131,emerson,nj
543949,0.99996734,hpae-5138,emerson,nj
543949,0.06610154,hpae-5138,neptune,nj
543950,0.9999955,hpae-5147,emerson,nj
543951,0.9999901,hpae-5185,emerson,nj
543952,0.9999901,hpae-5186,emerson,nj
545642,0.9999811,hpae-5621,emerson,nj
543943,0.9999998,hpae/aft afl-cio-5030,emerson,nj
543945,0.9999998,hpae/aft afl-cio-5091,emerson,nj
543947,0.99692875,hpae/aft afl-cio-5118,haddon heights,nj
543950,0.9999998,hpae/aft afl-cio-5147,emerson,nj
